Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2008","August, 2008",22-Aug-2008,Reserve Tranche Position in IMF,2162.0,498,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",22-Aug-2008,SDRs,16.0,4,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",22-Aug-2008,Total Reserves,1288763.0,2972860,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",29-Aug-2008,Foreign Currency Assets,1252904.0,2861170,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",29-Aug-2008,Gold,38064.0,86920,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",29-Aug-2008,Reserve Tranche Position in IMF,2173.0,496,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",29-Aug-2008,SDRs,16.0,4,,
India,"Financial Year (Apr - Mar), 2008","August, 2008",29-Aug-2008,Total Reserves,1293157.0,2953090,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",04-Jul-2008,Foreign Currency Assets,1290514.0,2986610,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",04-Jul-2008,Gold,39548.0,92080,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",04-Jul-2008,Reserve Tranche Position in IMF,2235.0,517,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",04-Jul-2008,SDRs,48.0,11,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",04-Jul-2008,Total Reserves,1332345.0,3083970,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",11-Jul-2008,Foreign Currency Assets,1276415.0,2987860,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",11-Jul-2008,Gold,39548.0,92080,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",11-Jul-2008,Reserve Tranche Position in IMF,2202.0,515,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",11-Jul-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",11-Jul-2008,Total Reserves,1318212.0,3085200,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",18-Jul-2008,Foreign Currency Assets,1272151.0,2973710,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",18-Jul-2008,Gold,39548.0,92080,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",18-Jul-2008,Reserve Tranche Position in IMF,2211.0,517,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",18-Jul-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",18-Jul-2008,Total Reserves,1313957.0,3071070,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",25-Jul-2008,Foreign Currency Assets,1253679.0,2968690,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",25-Jul-2008,Gold,39548.0,92080,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",25-Jul-2008,Reserve Tranche Position in IMF,2175.0,515,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",25-Jul-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","July, 2008",25-Jul-2008,Total Reserves,1295449.0,3066030,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",06-Jun-2008,Foreign Currency Assets,1309030.0,3059200,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",06-Jun-2008,Gold,39190.0,92020,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",06-Jun-2008,Reserve Tranche Position in IMF,2253.0,527,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",06-Jun-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",06-Jun-2008,Total Reserves,1350520.0,3156600,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",13-Jun-2008,Foreign Currency Assets,1290196.0,3009550,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",13-Jun-2008,Gold,39190.0,92020,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",13-Jun-2008,Reserve Tranche Position in IMF,2226.0,519,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",13-Jun-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",13-Jun-2008,Total Reserves,1331659.0,3106870,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",20-Jun-2008,Foreign Currency Assets,1300890.0,3027440,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",20-Jun-2008,Gold,39190.0,92020,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",20-Jun-2008,Reserve Tranche Position in IMF,2253.0,524,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",20-Jun-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",20-Jun-2008,Total Reserves,1342380.0,3124810,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",27-Jun-2008,Foreign Currency Assets,1292470.0,3020500,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",27-Jun-2008,Gold,39190.0,92020,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",27-Jun-2008,Reserve Tranche Position in IMF,2255.0,527,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",27-Jun-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","June, 2008",27-Jun-2008,Total Reserves,1333962.0,3117900,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",02-May-2008,Foreign Currency Assets,1229973.0,3025760,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",02-May-2008,Gold,38141.0,94270,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",02-May-2008,Reserve Tranche Position in IMF,1946.0,479,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",02-May-2008,SDRs,74.0,18,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",02-May-2008,Total Reserves,1270134.0,3125000,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",09-May-2008,Foreign Currency Assets,1252887.0,3027760,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",09-May-2008,Gold,38141.0,94270,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",09-May-2008,Reserve Tranche Position in IMF,1980.0,479,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",09-May-2008,SDRs,75.0,18,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",09-May-2008,Total Reserves,1293083.0,3127000,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",16-May-2008,Foreign Currency Assets,1296760.0,3041180,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",16-May-2008,Gold,38141.0,94270,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",16-May-2008,Reserve Tranche Position in IMF,2240.0,525,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",16-May-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",16-May-2008,Total Reserves,1337188.0,3140810,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",23-May-2008,Foreign Currency Assets,1311772.0,3062030,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",23-May-2008,Gold,38141.0,94270,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",23-May-2008,Reserve Tranche Position in IMF,2272.0,530,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",23-May-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",23-May-2008,Total Reserves,1352232.0,3161710,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",30-May-2008,Foreign Currency Assets,1298464.0,3048750,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",30-May-2008,Gold,39190.0,92020,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",30-May-2008,Reserve Tranche Position in IMF,2242.0,526,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",30-May-2008,SDRs,47.0,11,,
India,"Financial Year (Apr - Mar), 2008","May, 2008",30-May-2008,Total Reserves,1339943.0,3146140,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",04-Apr-2008,Foreign Currency Assets,1204671.0,3013940,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",04-Apr-2008,Gold,40124.0,100390,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",04-Apr-2008,Reserve Tranche Position in IMF,1736.0,434,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",04-Apr-2008,SDRs,74.0,18,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",04-Apr-2008,Total Reserves,1246605.0,3118850,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",11-Apr-2008,Foreign Currency Assets,1205468.0,3018200,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",11-Apr-2008,Gold,40124.0,100390,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",11-Apr-2008,Reserve Tranche Position in IMF,1955.0,490,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",11-Apr-2008,SDRs,74.0,18,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",11-Apr-2008,Total Reserves,1247621.0,3123670,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",18-Apr-2008,Foreign Currency Assets,1210133.0,3029880,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",18-Apr-2008,Gold,40124.0,100390,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",18-Apr-2008,Reserve Tranche Position in IMF,1955.0,489,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",18-Apr-2008,SDRs,74.0,18,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",18-Apr-2008,Total Reserves,1252286.0,3135340,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",25-Apr-2008,Foreign Currency Assets,1214755.0,3023280,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",25-Apr-2008,Gold,40124.0,100390,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",25-Apr-2008,Reserve Tranche Position in IMF,1954.0,486,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",25-Apr-2008,SDRs,73.0,18,,
India,"Financial Year (Apr - Mar), 2008","April, 2008",25-Apr-2008,Total Reserves,1256906.0,3128710,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",07-Mar-2008,Foreign Currency Assets,1189438.0,2934710,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",07-Mar-2008,Gold,38154.0,95580,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",07-Mar-2008,Reserve Tranche Position in IMF,1749.0,431,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",07-Mar-2008,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",07-Mar-2008,Total Reserves,1229342.0,3034600,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",14-Mar-2008,Foreign Currency Assets,1199324.0,2964960,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",14-Mar-2008,Gold,38154.0,95580,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",14-Mar-2008,Reserve Tranche Position in IMF,1755.0,434,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",14-Mar-2008,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",14-Mar-2008,Total Reserves,1239234.0,3064880,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",21-Mar-2008,Foreign Currency Assets,1191856.0,2946490,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",21-Mar-2008,Gold,38154.0,95580,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",21-Mar-2008,Reserve Tranche Position in IMF,1748.0,432,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",21-Mar-2008,SDRs,74.0,18,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",21-Mar-2008,Total Reserves,1231832.0,3046570,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",28-Mar-2008,Foreign Currency Assets,1199579.0,2991470,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",28-Mar-2008,Gold,38154.0,95580,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",28-Mar-2008,Reserve Tranche Position in IMF,1751.0,437,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",28-Mar-2008,SDRs,74.0,19,,
India,"Financial Year (Apr - Mar), 2007","March, 2008",28-Mar-2008,Total Reserves,1239558.0,3091610,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",01-Feb-2008,Foreign Currency Assets,1114051.0,2830410,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",01-Feb-2008,Gold,36236.0,91990,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",01-Feb-2008,Reserve Tranche Position in IMF,1666.0,423,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",01-Feb-2008,SDRs,36.0,9,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",01-Feb-2008,Total Reserves,1151989.0,2926720,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",08-Feb-2008,Foreign Currency Assets,1112080.0,2811830,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",08-Feb-2008,Gold,36236.0,91990,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",08-Feb-2008,Reserve Tranche Position in IMF,1650.0,417,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",08-Feb-2008,SDRs,37.0,9,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",08-Feb-2008,Total Reserves,1150003.0,2908080,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",15-Feb-2008,Foreign Currency Assets,1123322.0,2832380,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",15-Feb-2008,Gold,36236.0,91990,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",15-Feb-2008,Reserve Tranche Position in IMF,1664.0,419,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",15-Feb-2008,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",15-Feb-2008,Total Reserves,1161223.0,2928560,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",22-Feb-2008,Foreign Currency Assets,1139388.0,2849890,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",22-Feb-2008,Gold,36236.0,91990,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",22-Feb-2008,Reserve Tranche Position in IMF,1686.0,422,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",22-Feb-2008,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",22-Feb-2008,Total Reserves,1177311.0,2946100,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",29-Feb-2008,Foreign Currency Assets,1162671.0,2912500,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",29-Feb-2008,Gold,38154.0,95580,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",29-Feb-2008,Reserve Tranche Position in IMF,1705.0,427,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",29-Feb-2008,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008",29-Feb-2008,Total Reserves,1202531.0,3012350,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",04-Jan-2008,Foreign Currency Assets,1051773.0,2674910,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",04-Jan-2008,Gold,32819.0,83280,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",04-Jan-2008,Reserve Tranche Position in IMF,1703.0,433,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",04-Jan-2008,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",04-Jan-2008,Total Reserves,1086308.0,2762550,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",11-Jan-2008,Foreign Currency Assets,1072474.0,2729640,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",11-Jan-2008,Gold,32819.0,83280,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",11-Jan-2008,Reserve Tranche Position in IMF,1703.0,434,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",11-Jan-2008,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",11-Jan-2008,Total Reserves,1107009.0,2817290,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",18-Jan-2008,Foreign Currency Assets,1084377.0,2761340,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",18-Jan-2008,Gold,32819.0,83280,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",18-Jan-2008,Reserve Tranche Position in IMF,1700.0,433,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",18-Jan-2008,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",18-Jan-2008,Total Reserves,1118909.0,2848980,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",25-Jan-2008,Foreign Currency Assets,1101405.0,2795450,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",25-Jan-2008,Gold,32819.0,83280,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",25-Jan-2008,Reserve Tranche Position in IMF,1709.0,434,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",25-Jan-2008,SDRs,36.0,9,,
India,"Financial Year (Apr - Mar), 2007","January, 2008",25-Jan-2008,Total Reserves,1135969.0,2883160,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",07-Dec-2007,Foreign Currency Assets,1043419.0,2647600,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",07-Dec-2007,Gold,33151.0,83570,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",07-Dec-2007,Reserve Tranche Position in IMF,1706.0,433,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",07-Dec-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",07-Dec-2007,Total Reserves,1078289.0,2735530,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",14-Dec-2007,Foreign Currency Assets,1039485.0,2641640,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",14-Dec-2007,Gold,33151.0,83570,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",14-Dec-2007,Reserve Tranche Position in IMF,1694.0,430,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",14-Dec-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",14-Dec-2007,Total Reserves,1074343.0,2729540,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",21-Dec-2007,Foreign Currency Assets,1044386.0,2639340,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",21-Dec-2007,Gold,33151.0,83570,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",21-Dec-2007,Reserve Tranche Position in IMF,1693.0,428,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",21-Dec-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",21-Dec-2007,Total Reserves,1079243.0,2727220,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",28-Dec-2007,Foreign Currency Assets,1052129.0,2667670,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",28-Dec-2007,Gold,33151.0,83570,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",28-Dec-2007,Reserve Tranche Position in IMF,1704.0,432,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",28-Dec-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","December, 2007",28-Dec-2007,Total Reserves,1086997.0,2755590,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",02-Nov-2007,Foreign Currency Assets,1016786.0,2582640,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",02-Nov-2007,Gold,30712.0,78110,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",02-Nov-2007,Reserve Tranche Position in IMF,1693.0,430,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",02-Nov-2007,SDRs,52.0,13,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",02-Nov-2007,Total Reserves,1049243.0,2665180,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",09-Nov-2007,Foreign Currency Assets,1030405.0,2619230,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",09-Nov-2007,Gold,30712.0,78110,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",09-Nov-2007,Reserve Tranche Position in IMF,1707.0,434,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",09-Nov-2007,SDRs,52.0,13,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",09-Nov-2007,Total Reserves,1062876.0,2701810,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",16-Nov-2007,Foreign Currency Assets,1034516.0,2629010,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",16-Nov-2007,Gold,30712.0,78110,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",16-Nov-2007,Reserve Tranche Position in IMF,1703.0,433,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",16-Nov-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",16-Nov-2007,Total Reserves,1066944.0,2711480,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",23-Nov-2007,Foreign Currency Assets,1044771.0,2640310,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",23-Nov-2007,Gold,30712.0,78110,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",23-Nov-2007,Reserve Tranche Position in IMF,1726.0,436,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",23-Nov-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",23-Nov-2007,Total Reserves,1077222.0,2722810,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",30-Nov-2007,Foreign Currency Assets,1050165.0,2647250,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",30-Nov-2007,Gold,33151.0,83570,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",30-Nov-2007,Reserve Tranche Position in IMF,1727.0,435,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",30-Nov-2007,SDRs,13.0,3,,
India,"Financial Year (Apr - Mar), 2007","November, 2007",30-Nov-2007,Total Reserves,1085056.0,2735200,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",05-Oct-2007,Foreign Currency Assets,961677.0,2435240,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",05-Oct-2007,Gold,29275.0,73670,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",05-Oct-2007,Reserve Tranche Position in IMF,1726.0,437,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",05-Oct-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",05-Oct-2007,Total Reserves,992686.0,2513300,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",12-Oct-2007,Foreign Currency Assets,978844.0,2488800,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",12-Oct-2007,Gold,29275.0,73670,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",12-Oct-2007,Reserve Tranche Position in IMF,1719.0,437,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",12-Oct-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",12-Oct-2007,Total Reserves,1009846.0,2566860,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",19-Oct-2007,Foreign Currency Assets,1007975.0,2533240,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",19-Oct-2007,Gold,29275.0,73670,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",19-Oct-2007,Reserve Tranche Position in IMF,1748.0,439,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",19-Oct-2007,SDRs,52.0,13,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",19-Oct-2007,Total Reserves,1039050.0,2611430,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",26-Oct-2007,Foreign Currency Assets,1006040.0,2546290,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",26-Oct-2007,Gold,29275.0,73670,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",26-Oct-2007,Reserve Tranche Position in IMF,1742.0,441,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",26-Oct-2007,SDRs,52.0,13,,
India,"Financial Year (Apr - Mar), 2007","October, 2007",26-Oct-2007,Total Reserves,1037109.0,2624500,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",07-Sep-2007,Foreign Currency Assets,908087.0,2230620,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",07-Sep-2007,Gold,28186.0,68810,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",07-Sep-2007,Reserve Tranche Position in IMF,1758.0,432,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",07-Sep-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",07-Sep-2007,Total Reserves,938039.0,2303770,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",14-Sep-2007,Foreign Currency Assets,909600.0,2248700,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",14-Sep-2007,Gold,28186.0,68810,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",14-Sep-2007,Reserve Tranche Position in IMF,1756.0,434,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",14-Sep-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",14-Sep-2007,Total Reserves,939550.0,2321870,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",21-Sep-2007,Foreign Currency Assets,911315.0,2285720,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",21-Sep-2007,Gold,28186.0,68810,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",21-Sep-2007,Reserve Tranche Position in IMF,1738.0,436,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",21-Sep-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",21-Sep-2007,Total Reserves,941247.0,2358910,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",28-Sep-2007,Foreign Currency Assets,953581.0,2399550,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",28-Sep-2007,Gold,29275.0,73670,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",28-Sep-2007,Reserve Tranche Position in IMF,1740.0,438,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",28-Sep-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","September, 2007",28-Sep-2007,Total Reserves,984604.0,2477620,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",03-Aug-2007,Foreign Currency Assets,895945.0,2219880,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",03-Aug-2007,Gold,27850.0,68870,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",03-Aug-2007,Reserve Tranche Position in IMF,1837.0,455,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",03-Aug-2007,SDRs,49.0,12,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",03-Aug-2007,Total Reserves,925681.0,2293420,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",10-Aug-2007,Foreign Currency Assets,901462.0,2216530,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",10-Aug-2007,Gold,27850.0,68870,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",10-Aug-2007,Reserve Tranche Position in IMF,1850.0,455,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",10-Aug-2007,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",10-Aug-2007,Total Reserves,931166.0,2289960,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",17-Aug-2007,Foreign Currency Assets,910811.0,2191030,,
